,ID,Ref,MESH
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Ovarian Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Bone Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]","Cell Transformation, Neoplastic"
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Osteosarcoma
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Colonic Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Disease Progression
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]","Carcinoma, Non-Small-Cell Lung"
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Lung Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Disease Progression
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Muscle Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Neoplasm Invasiveness
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Urinary Bladder Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Adenocarcinoma
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Colorectal Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Neoplasm Metastasis
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Brain Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Glioma
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Hepatoblastoma
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Liver Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Neoplasm Invasiveness
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]","Neovascularization, Pathologic"
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Brain Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Glioblastoma
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]","Carcinoma, Squamous Cell"
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Esophageal Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Esophageal Squamous Cell Carcinoma
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]","Carcinoma, Renal Cell"
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Kidney Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Neoplasm Metastasis
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Multiple Sclerosis
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Adenocarcinoma
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Prostatic Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Stomach Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Colorectal Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Disease Progression
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Neoplasm Invasiveness
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Neoplasm Metastasis
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Glioma
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Bone Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Osteosarcoma
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]","Carcinoma, Hepatocellular"
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Liver Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Urinary Bladder Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]","Carcinoma, Squamous Cell"
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Esophageal Neoplasms
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]",Esophageal Squamous Cell Carcinoma
35,NR_002323,"[24583225, 24373479, 24006935, 22961206, 23346095, 22202438, 24853421, 27791993, 27760046, 27693324, 27658774, 27634385, 27485439, 27460088, 27421138, 27363339, 27362796, 27345398, 27339553, 27339553, 27339553, 27339553, 27339553, 27329359, 27323757, 27261864, 27034068, 26975529, 26913601, 26856330, 26748401, 26499949, 26336870, 26318860, 25366138, 24853421, 24055035, 23725133, 22961206]","Carcinoma, Non-Small-Cell Lung"
